Date,Ticker,AdjClose,Target_Return,Return_lag1,MA7_lag1,MA30_lag1,Vol20_lag1,RSI14_lag1,BB_Upper_lag1,BB_Lower_lag1,MACD_lag1,MACD_Signal_lag1,OvernightGap_lag1,Range_lag1,MACD_Hist_lag1,Return_lag2_lag1,Return_lag3_lag1,Return_lag4_lag1,Return_lag5_lag1,DOW_0_lag1,DOW_1_lag1,DOW_2_lag1,DOW_3_lag1,DOW_4_lag1
2023-09-25,AAPL,174.37203979492188,-0.0236765219780723,0.004932222672707,174.29281180245536,177.212548828125,0.015828526993209,41.79109826729504,188.527660405842,167.79419170597438,-2.032610931987165,-1.6623326244792804,0.0140911986151799,0.0175048790440485,-0.3702783075078844,-0.020194806926721,0.0061620240374038,0.0167717159628857,-0.0041624951710286,0.0,0.0,0.0,0.0,1.0
2023-09-26,AAPL,170.29200744628906,-0.0089372841658912,0.0073533253023772,174.34091186523438,177.1561019897461,0.0156448177961676,44.442570153569136,188.5274865991598,167.5438192480082,-1.959557597858236,-1.7217776191550715,0.0063865031523926,0.0161723595568151,-0.2377799787031644,-0.0089291878692003,-0.020194806926721,0.0061620240374038,0.0167717159628857,1.0,0.0,0.0,0.0,0.0
2023-09-27,AAPL,168.77684020996094,0.001524473648419,-0.0236765219780723,173.909423828125,176.9085271199544,0.0162777803304012,38.42291790276374,188.6720834825541,166.58420619029744,-2.205463604937478,-1.8185148163115528,0.0025690330274494,0.0207877829336725,-0.3869487886259251,0.004932222672707,-0.0089291878692003,-0.020194806926721,0.0061620240374038,0.0,1.0,0.0,0.0,0.0
2023-09-28,AAPL,169.03433227539062,0.003041632917105,-0.0089372841658912,172.84273202078683,176.67679697672526,0.0153202947445013,36.4485238738029,188.4335557879608,165.4670148907502,-2.49385955976436,-1.9535837650021144,0.0136705633212568,0.0236406264592428,-0.5402757947622456,0.0073533253023772,0.004932222672707,-0.0089291878692003,-0.020194806926721,0.0,0.0,1.0,0.0,0.0
2023-09-29,AAPL,169.54925537109375,0.014726721492293,0.001524473648419,171.6572004045759,176.48269907633463,0.0144203423300646,37.04061955603801,187.3126997825701,164.90832225112126,-2.670850076876349,-2.0970370273769614,0.0033366907878422,0.0260893961761839,-0.5738130494993872,-0.0236765219780723,0.0073533253023772,0.004932222672707,-0.0089291878692003,0.0,0.0,0.0,1.0,0.0
2023-10-02,AAPL,172.06463623046875,-0.007800089410817,0.003041632917105,171.05169895717077,176.3906005859375,0.0144666543862852,38.2790232711826,185.8164073285981,164.75477339649953,-2.7380043367583937,-2.225230489253248,0.0176631099545272,0.0161015805133023,-0.5127738475051458,-0.0089372841658912,-0.0236765219780723,0.0073533253023772,0.004932222672707,0.0,0.0,0.0,0.0,1.0
2023-10-03,AAPL,170.7277374267578,0.0072818833077175,0.014726721492293,171.02623421805245,176.36617228190104,0.0148301817120626,44.0668695863579,183.3673684254658,165.64804752912406,-2.5587585819379512,-2.291936107790189,0.0098540441593364,0.0195857234223461,-0.2668224741477623,0.001524473648419,-0.0089372841658912,-0.0236765219780723,0.0073533253023772,1.0,0.0,0.0,0.0,0.0
2023-10-04,AAPL,171.97549438476562,0.0071723344988248,-0.007800089410817,170.68812125069755,176.25261789957682,0.0147886983523176,41.82211111686303,180.04477026202775,167.25742700359726,-2.4958114298027283,-2.3327111721926967,0.0011353772666309,0.0164589398357091,-0.1631002576100315,0.003041632917105,0.001524473648419,-0.0089372841658912,-0.0236765219780723,0.0,1.0,0.0,0.0,0.0
2023-10-05,AAPL,173.21339416503906,0.0146426442335121,0.0072818833077175,170.34575762067522,176.13477172851563,0.0129826254948627,44.65575974603612,178.55899882805724,167.82716907965758,-2.3185153973793438,-2.3298720172300262,0.0021218515315253,0.0188399254484194,0.0113566198506829,0.014726721492293,0.003041632917105,0.001524473648419,-0.0089372841658912,0.0,0.0,1.0,0.0,0.0
2023-10-06,AAPL,175.7683563232422,0.0084156297723501,0.0071723344988248,170.76309858049666,175.92977956136068,0.0114615245490539,47.3933524482704,178.28185960348722,167.84188307229405,-2.0544365815570984,-2.274784930095441,0.0105509154537306,0.0159918595545888,0.2203483485383426,-0.007800089410817,0.014726721492293,0.003041632917105,0.001524473648419,0.0,0.0,0.0,1.0,0.0
2023-10-09,AAPL,177.25379943847656,-0.0033577579601917,0.0146426442335121,171.7618865966797,175.96642049153647,0.0119401403983221,52.6043250157889,178.1625248315079,167.89288593509363,-1.6203101966367797,-2.143889983403709,0.0033866254370595,0.0273656357606091,0.5235797867669292,0.0072818833077175,-0.007800089410817,0.014726721492293,0.003041632917105,0.0,0.0,0.0,0.0,1.0
2023-10-10,AAPL,176.6596221923828,0.0078730063941216,0.0084156297723501,172.93609619140625,175.97896372477214,0.0120012407850998,55.37216041811901,178.07738888082503,167.94137942972182,-1.1432207269324977,-1.9437561321094667,0.0059262159420547,0.0183352910363314,0.8005354051769691,0.0071723344988248,0.0072818833077175,-0.007800089410817,0.014726721492293,1.0,0.0,0.0,0.0,0.0
2023-10-11,AAPL,178.0559539794922,0.0050485611678556,-0.0033577579601917,173.95186288016183,175.91954549153647,0.011343909565585,54.01338519259048,178.39669069080128,167.82904783458935,-0.8038032791097578,-1.715765561509525,0.0047739832247306,0.0100192916213383,0.9119622823997672,0.0146426442335121,0.0071723344988248,0.0072818833077175,-0.007800089410817,0.0,1.0,0.0,0.0,0.0
2023-10-12,AAPL,178.9571533203125,-0.0103462786163746,0.0078730063941216,174.8077654157366,175.77694295247397,0.0110544883040881,56.70230714706814,179.10509801522068,167.6742171703262,-0.4173294862130206,-1.4560783464502245,0.0087194500743463,0.0126364771843526,1.0387488602372037,0.0084156297723501,0.0146426442335121,0.0071723344988248,0.0072818833077175,0.0,0.0,1.0,0.0,0.0
2023-10-13,AAPL,177.1151580810547,-0.0007269545712418,0.0050485611678556,175.98339625767298,175.5478541056315,0.0109588942362031,58.39324454682717,179.8686596224181,167.40283695961315,-0.0378901912431786,-1.1724407154088152,0.011311350728314,0.0184401852093121,1.1345505241656366,-0.0033577579601917,0.0084156297723501,0.0146426442335121,0.0071723344988248,0.0,0.0,0.0,1.0,0.0
2023-10-16,AAPL,176.9864501953125,-0.0088237221565625,-0.0103462786163746,176.71763392857142,175.25010375976564,0.0112083202319428,53.77089913710056,180.24644961312012,167.40532040641108,0.112883313550185,-0.9153759096170152,0.0137622039853562,0.0213984693754916,1.0282592231672,0.0078730063941216,-0.0033577579601917,0.0084156297723501,0.0146426442335121,0.0,0.0,0.0,0.0,1.0
2023-10-17,AAPL,175.431640625,-0.0074222186863757,-0.0007269545712418,177.2566419328962,174.89557596842448,0.0105850186794316,53.4525019910381,180.3507149998104,167.37533175311927,0.2194569880892061,-0.688409330075771,-0.002061698642911,0.0145209270053308,0.9078663181649772,0.0050485611678556,0.0078730063941216,-0.0033577579601917,0.0084156297723501,1.0,0.0,0.0,0.0,0.0
2023-10-18,AAPL,174.13436889648438,-0.0021633837071757,-0.0088237221565625,177.20853969029017,174.4812998453776,0.0106715831800693,49.62938579872608,180.09528457107757,167.44062088546542,0.1764235538360026,-0.5154427532934163,-0.0019010285728474,0.0206347903051624,0.6918663071294189,-0.0103462786163746,0.0050485611678556,0.0078730063941216,-0.0033577579601917,0.0,1.0,0.0,0.0,0.0
2023-10-19,AAPL,173.758056640625,-0.0148134028593176,-0.0074222186863757,176.76290675571985,174.24791920979817,0.0097781773184115,46.6324585291332,180.11474152199833,167.4558242739001,0.037211311575561,-0.4049119403196208,0.000845692404894,0.0141844555808017,0.4421232518951818,-0.0007269545712418,-0.0103462786163746,0.0050485611678556,0.0078730063941216,0.0,0.0,1.0,0.0,0.0
2023-10-20,AAPL,171.2030792236328,0.000693789957558,-0.0021633837071757,176.34839739118303,174.17859954833983,0.0095640645322145,45.76905983431478,180.14890254358247,167.57317997594876,-0.1023013808232633,-0.3443898284203494,0.0109434134210533,0.0152510562544171,0.242088447597086,-0.0088237221565625,-0.0007269545712418,-0.0103462786163746,0.0050485611678556,0.0,0.0,0.0,1.0,0.0
